name,cloneOf,description
openicea,24216,2 On 2 Open Ice Challenge (rev 1.2A)
openmj,27996,Open Mahjong (Japan)
oplayer,,OPlayer Mobile Game Console (MGS03-white) (Family Sport 100-in-1)
opsesam,1304,"Open Sesame (0351309, US)"
opthund,,Operation: Thunder
opti495slc,10686,386 motherboards using a OPTi 82C495SLC chipset
opti495xlc,10686,386 motherboards using a OPTi 82C495XLC chipset
optiger,,Operation Tiger (Ver 2.14 O)
optigera,24224,Operation Tiger (Ver 2.10 O)
optigerj,24224,Operation Tiger (Ver 2.09 J)
optigersm,,Operation Tiger Second Mission (Ver 2.02 J)
opwolf,,"Operation Wolf (World, rev 2, set 1)"
opwolf3,,Operation Wolf 3 (World)
opwolf3j,24229,Operation Wolf 3 (Japan)
opwolf3u,24229,Operation Wolf 3 (US)
opwolfa,24228,"Operation Wolf (World, rev 2, set 2)"
opwolfb,24228,Operation Bear (bootleg of Operation Wolf)
opwolfj,24228,"Operation Wolf (Japan, rev 2)"
opwolfjsc,24228,"Operation Wolf (Japan, SC)"
opwolfp,24228,"Operation Wolf (Japan, prototype)"
opwolfu,24228,"Operation Wolf (US, rev 2)"
orangec,,Orange Club - Maruhi Kagai Jugyou (Japan 880213)
orangeci,24238,Orange Club - Maru-hi Ippatsu Kaihou (Japan 880221)
orao,,Orao 102
orao103,24240,Orao 103
orbatak,106,Orbatak (prototype)
orbeaut,1304,"Oriental Beauty (10213511, NSW/ACT)"
orbit,,Orbit
orbit1,,Orbit 1
orbit9090,,Orbit 9090 - The Dance Planet
orbite,,Orbite (prototype)
orbitor1,,Orbitor 1
orbitron,,Orbitron
orbituvi,,UVI Compu-Game
orbs,,Orbs (10/7/94 prototype?)
orchidms,1303,"Orchid Mist (0200849V, NSW/ACT)"
orchidmsa,0,"Orchid Mist (0100849V, NSW/ACT)"
orchidmsnz,0,"Orchid Mist (0101241V, New Zealand)"
ordentv,,Ordenador-TV (Spain)
ordisava,,Ordisavant (France)
ordyne,,Ordyne (World)
ordynej,24257,Ordyne (Japan)
ordyneje,24257,"Ordyne (Japan, English Version)"
oric1,,Oric-1
orica,24260,Oric Atmos
orion128,,Orion 128
orionide,24262,Orion 128 + Z80 Card II + IDE
orionidm,24262,Orion 128 + Z80 Card II + IDE (MS7007)
orionms,24262,Orion 128 (MS7007)
orionpro,24262,Orion Pro
orionz80,24262,Orion 128 + Z80 Card II
orionzms,24262,Orion 128 + Z80 Card II (MS7007)
orius,40249,Orius (ver UAA)
orizon,35843,Orizon-Micro
orleg2,,"Oriental Legend 2 (V104, Oversea)"
orleg2_101,24271,"Oriental Legend 2 (V101, Oversea)"
orleg2_101cn,24271,"Xiyou Shi E Zhuan 2 (V101, China)"
orleg2_101jp,24271,"Saiyuu Shakuyakuden 2 (V101, Japan)"
orleg2_103,24271,"Oriental Legend 2 (V103, Oversea)"
orleg2_103cn,24271,"Xiyou Shi E Zhuan 2 (V103, China)"
orleg2_103jp,24271,"Saiyuu Shakuyakuden 2 (V103, Japan)"
orleg2_104cn,24271,"Xiyou Shi E Zhuan 2 (V104, China)"
orleg2_104jp,24271,"Saiyuu Shakuyakuden 2 (V104, Japan)"
orlegend,25654,Oriental Legend / Xiyou Shi E Zhuan (ver. 126)
orlegend105k,0,"Oriental Legend / Xiyou Shi E Zhuan (ver. 105, Korean Board)"
orlegend105t,0,"Oriental Legend / Xiyou Shi E Zhuan (ver. 105, Taiwanese Board)"
orlegend111c,0,"Oriental Legend / Xiyou Shi E Zhuan (ver. 111, Chinese Board)"
orlegend111k,0,"Oriental Legend / Xiyou Shi E Zhuan (ver. 111, Korean Board)"
orlegend111t,0,"Oriental Legend / Xiyou Shi E Zhuan (ver. 111, Taiwanese Board)"
orlegendc,0,"Oriental Legend / Xiyou Shi E Zhuan (ver. 112, Chinese Board)"
orlegendca,0,"Oriental Legend / Xiyou Shi E Zhuan (ver. ???, Chinese Board)"
orlegende,0,Oriental Legend / Xiyou Shi E Zhuan (ver. 112)
ormatu,,Ormatu 2001
orunners,,OutRunners (World)
orunnersj,24290,OutRunners (Japan)
orunnersu,24290,OutRunners (US)
os214,,Rabbit Printer (model OS-214)
osbexec,,Executive
osborne1,,Osborne-1
osborne1nv,24295,Osborne-1 (Nuevo Video)
osborne1sp,24295,Osborne-1 with SCREEN-PAC
osc1000b,37724,OSCOM 1000B
oscar,,Psycho-Nics Oscar (World revision 0)
oscara5,1303,"Oscar (0200348V, NSW/ACT)"
oscara5a,0,"Oscar (0100348V, NSW/ACT)"
oscarbl,24299,"Psycho-Nics Oscar (World revision 0, bootleg)"
oscarj1,24299,Psycho-Nics Oscar (Japan revision 1)
oscarj2,24299,Psycho-Nics Oscar (Japan revision 2)
oscaru,24299,Psycho-Nics Oscar (US)
osman,,Osman (World)
otatidai,,Disco Mahjong Otachidai no Okite (Japan)
otchart,,Off The Charts (Russian)
otenamhf,3895,Otenami Haiken Final (V2.07JC 2005/04/20 15:36)
otenamih,3895,Otenami Haiken (V2.04J 1999/02/01 18:00:00)
otenki,3895,Otenki Kororin (V2.01J 2001/07/02 10:00)
othello,,Othello (version 3.0)
othellos,36554,Othello Shiyouyo (J 980423 V1.002)
othldrby,,Othello Derby (Japan)
othunder,,"Operation Thunderbolt (World, rev 1)"
othunderj,24315,Operation Thunderbolt (Japan)
othunderjsc,24315,"Operation Thunderbolt (Japan, SC)"
othundero,24315,Operation Thunderbolt (World)
othunderu,24315,"Operation Thunderbolt (US, rev 1)"
othunderua,24315,Operation Thunderbolt (US)
otomedius,,Otomedius (ver GGG:J:A:A:2008041801)
otonano,,Otona no Mahjong (Japan 880628)
otrail,,The Oregon Trail
otrigger,23537,OutTrigger
otwalls,,Off the Wall (Sente) (10/16/84)
ougonhai,,Mahjong Ougon no Hai (Japan)
ougonhaib1,24326,"Mahjong Ougon no Hai (Japan bootleg set 1, medal)"
ougonhaib2,24326,"Mahjong Ougon no Hai (Japan bootleg set 2, medal)"
ougonhaib3,24326,"Mahjong Ougon no Hai (Japan bootleg set 3, medal)"
outbackj,1304,"Outback Jack (20195211, NSW/ACT)"
outfxies,,"The Outfoxies (World, OU2)"
outfxiesa,24331,The Outfoxies (Korea?)
outfxiesj,24331,"The Outfoxies (Japan, OU1)"
outfxiesja,24331,"The Outfoxies (Japan, OU1, alternate GFX ROMs)"
outlaw,,Outlaw
outline,27223,Outline
outr2,3580,OutRun 2 (Rev A) (GDX-0004A)
outr2sdx,13772,OutRun 2 SP SDX
outr2st,3580,OutRun 2 Special Tours (Rev A) (GDX-0014A)
outr2stj,0,"OutRun 2 Special Tours (Japan, Rev A) (GDX-0011A)"
outr2stjo,0,OutRun 2 Special Tours (Japan) (GDX-0011)
outr2sto,0,OutRun 2 Special Tours (GDX-0014)
outrun,,"Out Run (sitdown/upright, Rev B)"
outrunb,24343,Out Run (bootleg)
outrundx,24343,Out Run (deluxe sitdown)
outrundxa,24343,Out Run (deluxe sitdown earlier version)
outrundxeh,24343,Out Run (deluxe sitdown) (Enhanced Edition v2.0.3)
outrundxeha,24343,Out Run (deluxe sitdown) (Enhanced Edition v1.0.3)
outrundxj,24343,"Out Run (Japan, deluxe sitdown) (FD1089A 317-0019)"
outruneh,24343,"Out Run (sitdown/upright, Rev B) (Enhanced Edition v2.0.3)"
outruneha,24343,"Out Run (sitdown/upright, Rev B) (Enhanced Edition v1.1.0)"
outrunra,24343,"Out Run (sitdown/upright, Rev A)"
outzone,,Out Zone
outzonea,24353,Out Zone (old set)
outzoneb,24353,Out Zone (older set)
outzonec,24353,Out Zone (oldest set)
outzonecv,24353,Out Zone (Zero Wing TP-015 PCB conversion)
outzoneh,24353,Out Zone (harder)
overdriv,,Over Drive (set 1)
overdriva,24359,Over Drive (set 2)
overdrivb,24359,Over Drive (set 3)
overrev,,"Over Rev (Model 2C, Revision A)"
overrevb,24362,"Over Rev (Model 2B, Revision B)"
overrevba,24362,"Over Rev (Model 2B, Revision A)"
overtop,23705,Over Top
owlcap,1304,"Owl Capone (10008711, NSW/ACT, Show Program)"
oz750,,Wizard OZ-750
ozmawars,,Ozma Wars (set 1)
ozmawars2,24368,Ozma Wars (set 2)
ozmawarsmr,24368,Ozma Wars (Model Racing bootleg)
ozon1,,Ozon I
p112,,P112
p2000m,24374,Philips P2000M
p2000t,,Philips P2000T
p386dx40,10686,P386DX-40
p386sx25pw,10686,P386SX-25PW VER:2.00
p47,,P-47 - The Phantom Fighter (World)
p47aces,,P-47 Aces (ver 1.1)
p47acesa,24378,P-47 Aces (ver 1.0)
p47b,24377,"P-47 - The Freedom Fighter (World, bootleg)"
p47j,24377,P-47 - The Freedom Fighter (Japan)
p47je,24377,"P-47 - The Freedom Fighter (Japan, Export)"
p500,,P500 (NTSC)
p500p,24383,P500 (PAL)
p5txla,,P5TX-LA (i430TX)
p8000,,P8000 (8bit Board)
p8000_16,24386,P8000 (16bit Board)
p911,13453,The Keisatsukan: Shinjuku 24-ji (ver AAE)
p9112,13453,Police 911 2 (VER. UAA:B)
p911ac,0,The Keisatsukan: Shinjuku 24-ji (ver AAC)
p911ed,0,Police 24/7 (ver EAD)
p911j,0,The Keisatsukan: Shinjuku 24-ji (ver JAE)
p911k,0,The Keisatsukan: Shinjuku 24-ji (ver KAE)
p911kc,0,The Keisatsukan: Shinjuku 24-ji (ver KAC)
p911ud,0,Police 911 (ver UAD)
pabball,,Pro-Action Electronic-Computerized Baseball
pac90,26720,Pac-Man (bootleg on World Cup '90 hardware)
pacapp,,"Paca Paca Passion (Japan, PPP1/VER.A2)"
pacapp2,,"Paca Paca Passion 2 (Japan, PKS1/VER.A)"
pacappsp,,"Paca Paca Passion Special (Japan, PSP1/VER.A)"
paccarn,,Pac-Carnival
paccon,,Pac-Man Connect &amp; Play (Feb 14 2012 10:46:23)
paceight,,Pac-Eight
pacgal,23184,Pac-Gal (set 1)
pacgal2,23184,Pac-Gal (set 2)
pacheart,26720,Pac-Man (Hearts)
pachifev,,Pachifever
pachiten,,Medal Mahjong Pachi-Slot Tengoku (Japan)
packbang,,Pack'n Bang Bang
packbangp,24409,Pack'n Bang Bang (prototype)
packmon,,Packri Monster
packysts,,"Packy's Treasure Slot (Japan, main ver. 1.3, video ver. 1.1)"
pacland,,Pac-Land (World)
paclandj,24413,Pac-Land (Japan new)
paclandjo,24413,Pac-Land (Japan old)
paclandjo2,24413,Pac-Land (Japan older)
paclandm,24413,Pac-Land (Midway)
paclandm2,24413,Pac-Land (Bally-Midway)
paclandp,,Pac-Land (United Amusements PC Engine)
pacman,26720,Pac-Man (Midway)
pacmanbl,26720,"Pac-Man (bootleg on Galaxian hardware, set 1)"
pacmanbla,26720,"Pac-Man (bootleg on Galaxian hardware, set 2)"
pacmanblb,26720,Pac-Man (bootleg on Moon Alien 'AL-10A1' hardware)
pacmanblc,26720,"Pac-Man (Calfesa, Spanish bootleg on Galaxian hardware)"
pacmanblci,26720,"Pac-Man (Cirsa, Spanish bootleg on Galaxian hardware)"
pacmanblv,26720,"Pac-Man (Video Dens, Spanish bootleg on Galaxian hardware, set 1)"
pacmanblva,26720,"Pac-Man (Video Dens, Spanish bootleg on Galaxian hardware, set 2)"
pacmanf,26720,"Pac-Man (Midway, speedup hack)"
pacmanfm,26720,Pac Man (FAMARE S.A. bootleg of Puck Man)
pacmania,,Pac-Mania
pacmaniaj,24430,Pac-Mania (Japan)
pacmaniao,24430,Pac-Mania (111187 sound program)
pacmanjpm,26720,Pac-Man (JPM bootleg)
pacmanmr,26720,Pac-Man (Model Racing bootleg)
pacmanpe,26720,Come Come (Petaco SA bootleg of Puck Man)
pacmanso,26720,Pac-Man (SegaSA / Sonic)
pacmansp,26720,"Puck Man (Spanish, 'Made in Greece' bootleg)"
pacmanug,26720,Pac Man (U.Games bootleg of Puck Man)
pacmanvg,26720,Pac-Man (Video Game SA bootleg)
pacmball,,Pacman BALL (PMB2 Ver.A.)
pacmod,26720,"Pac-Man (Midway, harder)"
pacnchmp,24443,Pac-Man &amp; Chomp Chomp
pacnpal,,Pac &amp; Pal
pacnpal2,24443,Pac &amp; Pal (older)
pacominv,2147,Pacom Invader (set 1)
pacominva,2147,Pacom Invader (set 2)
pacplus,,Pac-Man Plus
pacslot,,Pac-Slot
pacuman,26720,Pacu-Man (Spanish bootleg of Puck Man)
paddle2,1311,Paddle 2 (bootleg on Block hardware)
paddlema,,Paddle Mania
painter,4288,Painter (hack of Crush Roller)
paintlad,35939,Painted Lady (Splash) (Ver. 1.3 US)
paintrlr,4288,Paint Roller (bootleg of Crush Roller)
pairlove,,Pairs Love
pairmtch,,Pair Match
pairs,,"Pairs (V1.2, 09/30/94)"
pairsa,24457,"Pairs (V1, 09/07/94)"
pairsnb,,Pairs (Nichibutsu) (Japan 890822)
pairsred,,"Pairs Redemption (V1.0, 10/25/94)"
pairsten,24459,Pairs (System Ten) (Japan 890826)
pajaroes,38557,Pajaro del Espacio (Spanish bootleg of UniWar S)
palamed,,Palamedes (US)
palamedj,24463,Palamedes (Japan)
palestra,,Palestra-02
palmf31,,Palmtronic F-31
palmiii,25780,Palm III
palmiiic,25780,Palm IIIc
palmm100,25780,Palm m100
palmm130,25780,Palm m130
palmm505,25780,Palm m505
palmm515,25780,Palm m515
palmmd8,,Palmtronic MD-8 (Multi 8)
palmpers,25780,Palm Pilot Personal
palmpro,25780,Palm Pilot Pro
palmv,25780,Palm V
palmvx,25780,Palm Vx
palmz22,,Palm Z22
pandart,,Panther Darts
pandoras,,Pandora's Palace
pandpays,1304,"Panda Pays - Mr. Cashman (0151109, US)"
pang,,Pang (World)
pang3,,Pang! 3 (Europe 950601)
pang3b,24483,"Pang! 3 (bootleg, set 1)"
pang3b2,24483,"Pang! 3 (bootleg, set 2)"
pang3b3,24483,"Pang! 3 (bootleg, set 3)"
pang3b4,24483,"Pang! 3 (bootleg, set 4)"
pang3b5,24483,"Pang! 3 (bootleg, set 5)"
pang3j,24483,Pang! 3: Kaitou Tachi no Karei na Gogo (Japan 950511)
pang3r1,24483,Pang! 3 (Europe 950511)
pangb,24482,"Pang (bootleg, set 1)"
pangb2,24482,"Pang (bootleg, set 4)"
pangba,24482,"Pang (bootleg, set 3)"
pangbb,24482,"Pang (bootleg, set 5)"
pangbc,24482,"Pang (bootleg, set 7)"
pangbold,24482,"Pang (bootleg, set 2)"
pangbp,24482,"Pang (bootleg, set 6)"
pangofun,,Pango Fun (Italy)
pangpang,,Pang Pang
pangpoms,,Pang Pom's
pangpomsm,24500,Pang Pom's (Mitchell)
pangpomsn,24500,Pang Pom's (Nova)
panic,,Space Panic (version E)
panic2,24503,Space Panic (set 2)
panic3,24503,Space Panic (set 3)
panic4,24503,Space Panic (set 4)
panicbom,23705,Panic Bomber
panicger,24503,Space Panic (German)
panich,24503,Space Panic (harder)
panicprk,,"Panic Park (World, PNP2 Ver. A)"
panicprkj,24510,"Panic Park (Japan, PNP1 Ver. B, set 1)"
panicprkj2,24510,"Panic Park (Japan, PNP1 Ver. B, set 2)"
panicr,,Panic Road (Japan)
panicrg,24513,Panic Road (Germany)
panicstr,34749,Panic Street (Japan)
panikuru,,"Panikuru Panekuru (Japan, PPA1 Ver.A)"
panther,,Panther (bootleg?)
panthera,,Panthera
pantmag,1303,"Panther Magic (0101046V, NSW/ACT)"
pantmaga,0,"Panther Magic (0100716V, NSW/ACT)"
panzer,35836,Panzer (bootleg of Spectar)
paperboy,,Paperboy (rev 3)
paperboyp,24522,Paperboy (prototype)
paperboyr1,24522,Paperboy (rev 1)
paperboyr2,24522,Paperboy (rev 2)
papillon,,Papillon
paprazzi,,Paparazzi
papsudok,,Plug and Play Sudoku Game (NES based)
para2dx,,Paradise 2 Deluxe
paradar,,Paradar
paradice,,"Paradice (Dutch, Game Card 95-750-615)"
paradise,,Paradise (set 1)
paradisea,24532,Paradise (set 2)
paradisee,24532,Paradise (Escape)
paradlx,,Paradise Deluxe
paragon,,Paragon
paranoia,,"Paranoia (Arcade PC Engine, bootleg?)"
parcade,,Palace Arcade (Tiny Arcade)
parentj,,Parent Jack (Japan)
parislgt,1304,"Paris Lights (30002611, NSW/ACT)"
parislgta,0,"Paris Lights (10139011, ASP)"
parislgtu,0,"Paris Lights - Jackpot Carnival (0251031, US)"
parodius,,"Parodius Da!: Shinwa kara Owarai e (World, set 1)"
parodiusa,24543,Parodius Da!: Shinwa kara Owarai e (Asia)
parodiuse,24543,"Parodius Da!: Shinwa kara Owarai e (World, set 2)"
parodiusj,24543,Parodius Da!: Shinwa kara Owarai e (Japan)
parrot3,,Parrot Poker III (Version 2.6E Dual)
parrot3b1,24547,"Parrot Poker III (Version 2.6R, set 1)"
parrot3d1,24547,"Parrot Poker III (Version 2.6R, set 2)"
parrot3o,24547,Parrot Poker III (Version 2.4)
parrot3v1,24547,Parrot Poker III (Version 2.6R Dual)
partner,27235,Partner-01.01
partner1fg,24554,Partner 1F/G
partnerw,,Partner
partnerwfg,24554,Partner WF/G
party,2303,Party
partygrs,1303,"Party Gras (AHG1567, US)"
partygrsa,0,"Party Gras (BHG1284, US)"
partygrsb,0,"Party Gras (AHG1568, US)"
pasha2,,Pasha Pasha 2
paso1600,,Pasopia 1600
pasogo,,PasoGo
pasopia,,Personal Computer Pasopia PA7010
pasopia7,,Pasopia 7 PA7007 (Raster)
pasopia7lcd,24564,Pasopia 7 PA7007 with PA7170 (LCD)
pass,,Pass
passht4b,24568,Passing Shot (4 Players) (bootleg)
passsht,,"Passing Shot (World, 2 Players) (FD1094 317-0080)"
passsht16a,24568,"Passing Shot (Japan, 4 Players, System 16A) (FD1094 317-0071)"
passshta,24568,"Passing Shot (World, 4 Players) (FD1094 317-0074)"
passshtad,24568,"Passing Shot (World, 4 Players) (bootleg of FD1094 317-0074 set)"
passshtb,24568,Passing Shot (2 Players) (bootleg)
passshtd,24568,"Passing Shot (World, 2 Players) (bootleg of FD1094 317-0080 set)"
passshtj,24568,"Passing Shot (Japan, 4 Players) (FD1094 317-0070)"
passshtjd,24568,"Passing Shot (Japan, 4 Players) (bootleg of FD1094 317-0070 set)"
pastelg,,Pastel Gal (Japan 851224)
pastelis,,"Pastel Island (Japan, prototype)"
patapata,,Pata Pata Panic
patimono,,Mahjong Pachinko Monogatari (Japan)
patinho,,Patinho Feio
patocar,36554,Hashire Patrol Car (J 990326 V1.000)
pb1000,,PB-1000
pb2000c,,PB-2000c
pb_l1,24587,Pin-Bot (L-1)
pb_l2,24587,Pin-Bot (L-2)
pb_l3,24587,Pin-Bot (L-3)
pb_l5,,Pin-Bot (L-5)
pb_p4,24587,Pin-Bot (P-4)
pbaction,,Pinball Action (set 1)
pbaction2,24589,"Pinball Action (set 2, encrypted)"
pbaction3,24589,"Pinball Action (set 3, encrypted)"
pbaction4,24589,"Pinball Action (set 4, encrypted)"
pbactiont,24589,Pinball Action (Tecfri license)
pballoon,,Pioneer Balloon
pballoonr,24594,Pioneer Balloon (Rock-Ola license)
pballpup,,Mission: Paintball Powered Up
pbancho,,"Gyakuten!! Puzzle Bancho (Japan, set 1)"
pbanchoa,24597,"Gyakuten!! Puzzle Bancho (Japan, set 2)"
pbchmp95,39864,Pinball Champ '95
pbem2017,,Pense Bem (2017)
pbillian,,Prebillian
pbillianb,24601,Prebillian (bootleg)
pbillrd,,Perfect Billiard
pbillrdbl,24603,Perfect Billiard (bootleg)
pbillrds,24603,"Perfect Billiard (MC-8123, 317-0030)"
pbillrdsa,24603,"Perfect Billiard (MC-8123, 317-5008)"
pblbeach,36554,Pebble Beach - The Great Shot (JUE 950913 V0.990)
pbmastm,,Electronic Master Mind (Parker Brothers)
pbo,,BO (Videosynthesizer Prototype)
pbobbl2n,23705,Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo)
pbobble,,"Puzzle Bobble (Japan, B-System)"
pbobble2,,Puzzle Bobble 2 (Ver 2.3O 1995/07/31)
pbobble2j,24612,Puzzle Bobble 2 (Ver 2.2J 1995/07/20)
pbobble2o,24612,Puzzle Bobble 2 (Ver 2.2O 1995/07/20)
pbobble2u,24612,Bust-A-Move Again (Ver 2.3A 1995/07/31)
pbobble2x,24612,Puzzle Bobble 2X (Ver 2.2J 1995/11/11)
pbobble3,,Puzzle Bobble 3 (Ver 2.1O 1996/09/27)
pbobble3j,24617,Puzzle Bobble 3 (Ver 2.1J 1996/09/27)
pbobble3u,24617,Puzzle Bobble 3 (Ver 2.1A 1996/09/27)
pbobble4,,Puzzle Bobble 4 (Ver 2.04O 1997/12/19)
pbobble4j,24620,Puzzle Bobble 4 (Ver 2.04J 1997/12/19)
pbobble4u,24620,Puzzle Bobble 4 (Ver 2.04A 1997/12/19)
pbobblen,23705,"Puzzle Bobble / Bust-A-Move (Neo-Geo, NGM-083)"
pbobblenb,0,"Puzzle Bobble / Bust-A-Move (Neo-Geo, bootleg)"
pbqbert,,Q*Bert (Parker Brothers)
pbss330,,"Pit Boss Superstar III 30 (9233-00-01 R0B, Standard version)"
pbss330a,24626,"Pit Boss Superstar III 30 (9233-00-01 R0, Standard version)"
pbss330ca,24626,"Pit Boss Superstar III 30 (9233-00-06 R0A, California version)"
pbst30,,Pit Boss Supertouch 30 (9234-10-01 R0)
pbst30a,24629,Pit Boss Supertouch 30 (9234-00-01 R0A)
pc,10682,PC (CGA)
pc100,,PC-100
pc1000,,PreComputer 1000
pc10iii,10682,Commodore PC-10 III
pc1245,,Pocket Computer 1245
pc1250,,Pocket Computer 1250
pc1251,24636,Pocket Computer 1251
pc1255,24636,Pocket Computer 1255
pc1260,,Pocket Computer 1260
pc1261,24639,Pocket Computer 1261/1262
pc1350,,Pocket Computer 1350
pc1360,24643,Pocket Computer 1360
pc1401,,Pocket Computer 1401
pc1402,24643,Pocket Computer 1402
pc1403,,Pocket Computer 1403
pc1403h,24645,Pocket Computer 1403H
pc1450,,Pocket Computer 1450
pc1500,,Pocket Computer 1500
pc1512,,PC1512 SD
pc1512dd,24649,PC1512 DD
pc1512hd10,24649,PC1512 HD10
pc1512hd20,24649,PC1512 HD20
pc1640,,PC1640 SD
pc1640dd,24653,PC1640 DD
pc1640hd20,24653,PC1640 HD20
pc1640hd30,24653,PC1640 HD30
pc20,10682,Amstrad PC20
pc200,10682,PC200 Professional Series
pc2000,,PreComputer 2000
pc2000s,24659,PreComputer 2000 (Spain)
pc2086,10682,Amstrad PC2086
pc2386,10686,PC2386
pc286vs,,PC-286VS
pc3086,10682,Amstrad PC3086
pc30iii,10686,PC 30-III
pc386m,,PC-386M
pc4,,Laser PC4
pc40iii,10686,PC 40-III
pc45iii,10686,PC 45-III
pc486mu,,PC-486MU
pc486se,24670,PC-486SE
pc5086,10682,Amstrad PC5086
pc50ii,10686,PC 50-II
pc532,,pc532
pc6001,,PC-6001 (Japan)
pc6001a,24675,PC-6001A &quot;NEC Trek&quot; (US)
pc6001mk2,,PC-6001mkII (Japan)
pc6001mk2sr,,PC-6001mkIISR (Japan)
pc60iii,10686,PC 60-III
pc644vz,,Player's Choice (PC644VZ) Standard Draw Poker
pc6601,24675,PC-6601 (Japan)
pc6601sr,24675,PC-6601SR &quot;Mr. PC&quot; (Japan)
pc679cy,24680,Player's Choice (PC679CY) Standard Draw Poker
pc7000,10682,PC-7000
pc70iii,10686,PC 70-III
pc714vz,24680,Player's Choice (PC714VZ) Standard Draw Poker
pc716vy,24680,Player's Choice (PC716VY) Standard Draw Poker
pc718vy,24680,Player's Choice (PC718VY) Standard Draw Poker
pc8001,,PC-8001
pc8001mk2,24689,PC-8001mkII
pc8001mk2sr,24689,PC-8001mkIISR
pc8201,,PC-8201 (Japan)
pc8201a,24692,PC-8201A
pc8300,40570,PC8300
pc8401bd,,PC-8401BD
pc8500,,PC-8500
pc8801,,PC-8801
pc8801fa,24702,PC-8801FA
pc8801ma,,PC-8801MA
pc8801ma2,24699,PC-8801MA2
pc8801mc,24699,PC-8801MC
pc8801mh,,PC-8801MH
pc8801mk2,24697,PC-8801mkII
pc8801mk2fr,24706,PC-8801mkIIFR
pc8801mk2mr,24706,PC-8801mkIIMR
pc8801mk2sr,,PC-8801mkIISR
pc88va,,PC-88VA
pc88va2,24707,PC-88VA2
pc9486,10686,PC9486
pc9801,,PC-9801
pc9801bx2,,PC-9801BX2/U2 (98 FELLOW)
pc9801dx,,PC-9801DX
pc9801f,24710,PC-9801F
pc9801fs,,PC-9801FS
pc9801rs,,PC-9801RS
pc9801rx,24715,PC-9801RX
pc9801us,,PC-9801US
pc9801ux,,PC-9801UX
pc9801vm,,PC-9801VM
pc9801vm11,24718,PC-9801VM11
pc9801vx,,PC-9801VX
pc9821,,PC-9821 (98MULTi)
pc9821ap2,24724,PC-9821Ap2/U8W (98MATE A)
pc9821as,,PC-9821As (98MATE A)
pc9821ce2,,PC-9821Ce2 (98MULTi CanBe)
pc9821cx3,24725,PC-9821Cx3 (98MULTi CanBe)
pc9821ne,,PC-9821Ne (98NOTE)
pc9821nr15,,PC-9821Nr15 (98NOTE Lavie)
pc9821nr166,24728,PC-9821Nr166 (98NOTE Lavie)
pc9821nw150,24728,PC-9821Nw150 (98NOTE Lavie)
pc9821ra20,,PC-9821Ra20 (98MATE R)
pc9821ra266,24731,PC-9821Ra266 (98MATE R)
pc9821ra333,24731,PC-9821Ra333 (98MATE R)
pc9821v13,,PC-9821V13 (98MATE VALUESTAR)
pc9821v20,24734,PC-9821V20 (98MATE VALUESTAR)
pc9821xa16,24737,PC-9821Xa16 (98MATE X)
pc9821xs,,PC-9821Xs (98MATE X)
pc98ha,,PC-98HA (Handy98)
pc98lt,,PC-98LT
pc_1942,26002,1942 (PlayChoice-10)
pc_bball,26002,Baseball (PlayChoice-10)
pc_bfght,26002,Balloon Fight (PlayChoice-10)
pc_bload,26002,"Bases Loaded (Prototype, PlayChoice-10)"
pc_bstar,26002,Baseball Stars: Be a Champ! (PlayChoice-10)
pc_cntra,26002,Contra (PlayChoice-10)
pc_cshwk,26002,Captain Sky Hawk (PlayChoice-10)
pc_cvnia,26002,Castlevania (PlayChoice-10)
pc_dbldr,26002,Double Dribble (PlayChoice-10)
pc_ddrgn,26002,Double Dragon (PlayChoice-10)
pc_drmro,26002,Dr. Mario (PlayChoice-10)
pc_duckh,26002,Duck Hunt (PlayChoice-10)
pc_ebike,26002,Excitebike (PlayChoice-10)
pc_ftqst,26002,Uncle Fester's Quest: The Addams Family (PlayChoice-10)
pc_gntlt,26002,Gauntlet (PlayChoice-10)
pc_golf,26002,Golf (PlayChoice-10)
pc_goons,26002,The Goonies (PlayChoice-10)
pc_grdue,0,"Gradius (PlayChoice-10, older)"
pc_grdus,26002,Gradius (PlayChoice-10)
pc_h98s,,PC-H98S model 8/U8
pc_hgaly,26002,Hogan's Alley (PlayChoice-10)
pc_kngfu,26002,Kung Fu (PlayChoice-10)
pc_mario,26002,Mario Bros. (PlayChoice-10)
pc_miket,26002,Mike Tyson's Punch-Out!! (PlayChoice-10)
pc_mman3,26002,Mega Man III (PlayChoice-10)
pc_moglf,26002,Mario's Open Golf (PlayChoice-10)
pc_mtoid,26002,Metroid (PlayChoice-10)
pc_ngai2,26002,Ninja Gaiden Episode II: The Dark Sword of Chaos (PlayChoice-10)
pc_ngai3,26002,Ninja Gaiden Episode III: The Ancient Ship of Doom (PlayChoice-10)
pc_ngaid,26002,Ninja Gaiden (PlayChoice-10)
pc_pinbt,26002,PinBot (PlayChoice-10)
pc_pwbld,26002,Power Blade (PlayChoice-10)
pc_pwrst,26002,Pro Wrestling (PlayChoice-10)
pc_radr2,26002,Rad Racer II (PlayChoice-10)
pc_radrc,26002,Rad Racer (PlayChoice-10)
pc_rcpam,26002,R.C. Pro-Am (PlayChoice-10)
pc_rkats,26002,Rockin' Kats (PlayChoice-10)
pc_rnatk,26002,Rush'n Attack (PlayChoice-10)
